x [m],y [m],z [m],distance [m],max distance [m]
-763.087,4248394.040,5.908179,606.503269,
-763.540,4248394.211,5.903021,606.988089,
-763.991,4248394.391,5.899750,607.472892,
-764.438,4248394.579,5.895713,607.957698,
-764.880,4248394.776,5.888763,608.442534,
-765.318,4248394.985,5.883143,608.927351,
-765.750,4248395.205,5.878090,609.412158,
-766.175,4248395.439,5.871117,609.896986,
-766.592,4248395.686,5.866000,610.381787,
-767.000,4248395.948,5.863196,610.866566,
-767.398,4248396.225,5.859990,611.351347,
-767.785,4248396.516,5.856382,611.836132,
-768.163,4248396.820,5.853121,612.320915,
-768.529,4248397.138,5.850413,612.805695,
-768.883,4248397.469,5.845414,613.290494,
-769.226,4248397.811,5.838398,613.775317,
-769.557,4248398.166,5.834401,614.260107,
-769.875,4248398.532,5.831056,614.744889,
-770.178,4248398.910,5.825819,615.229679,
-770.464,4248399.302,5.821652,615.714450,
-770.730,4248399.707,5.818806,616.199202,
-770.974,4248400.126,5.815679,616.683943,
-771.192,4248400.558,5.810870,617.168685,
-771.382,4248401.004,5.806064,617.653420,
-771.543,4248401.462,5.803126,618.138151,
-771.677,4248401.927,5.797836,618.622912,
-771.785,4248402.400,5.790938,619.107702,
-771.869,4248402.877,5.787192,619.592465,
-771.929,4248403.358,5.784250,620.077228,
-771.968,4248403.842,5.780822,620.561999,
-771.987,4248404.326,5.778742,621.046769,
-771.987,4248404.811,5.777504,621.531542,
-771.971,4248405.295,5.775835,622.016322,
-771.941,4248405.779,5.772863,622.501114,
-771.898,4248406.262,5.769325,622.985913,
-771.845,4248406.744,5.766023,623.470715,
-771.784,4248407.225,5.762539,623.955520,
-771.716,4248407.705,5.759434,624.440325,
-771.642,4248408.184,5.757602,624.925123,
-771.563,4248408.662,5.757029,625.409920,
-771.481,4248409.140,5.757254,625.894717,
-771.397,4248409.618,5.757477,626.379514,
-771.312,4248410.095,5.756599,626.864313,
-771.226,4248410.572,5.754734,627.349114,
-771.141,4248411.049,5.753011,627.833915,
-771.059,4248411.527,5.751397,628.318715,
-770.978,4248412.005,5.749716,628.803515,
-770.900,4248412.483,5.748040,629.288315,
-770.824,4248412.962,5.746374,629.773115,
-770.750,4248413.441,5.744704,630.257915,
-770.679,4248413.921,5.743033,630.742715,
-770.611,4248414.401,5.741363,631.227515,
-770.545,4248414.881,5.739693,631.712315,
-770.482,4248415.362,5.738023,632.197115,
-770.422,4248415.843,5.736353,632.681915,
-770.364,4248416.324,5.734683,633.166715,
-770.309,4248416.806,5.733014,633.651515,
-770.256,4248417.288,5.731343,634.136316,
-770.205,4248417.770,5.729668,634.621116,
-770.155,4248418.252,5.728015,635.105916,
-770.105,4248418.734,5.726338,635.590717,
-770.056,4248419.217,5.724589,636.075518,
-770.008,4248419.699,5.723129,636.560318,
-769.958,4248420.181,5.721468,637.045118,
-769.909,4248420.664,5.718245,637.529927,
-769.858,4248421.146,5.715185,638.014734,
-769.806,4248421.628,5.713636,638.499534,
-769.753,4248422.110,5.712133,638.984334,
-769.702,4248422.592,5.710372,639.469135,
-769.652,4248423.074,5.708694,639.953935,
-769.605,4248423.557,5.707104,640.438734,
-769.562,4248424.039,5.705353,640.923533,
-769.525,4248424.523,5.703483,641.408332,
-769.493,4248425.007,5.702767,641.893126,
-769.469,4248425.491,5.702948,642.377919,
-769.453,4248425.975,5.702794,642.862710,
-769.445,4248426.460,5.703423,643.347501,
-769.447,4248426.945,5.705314,643.832295,
-769.459,4248427.429,5.707922,644.317092,
-769.480,4248427.914,5.712819,644.801906,
-769.511,4248428.398,5.719779,645.286745,
-769.552,4248428.881,5.725392,645.771566,
-769.604,4248429.363,5.729996,646.256376,
-769.667,4248429.843,5.733633,646.741176,
-769.741,4248430.322,5.732815,647.225964,
-769.826,4248430.800,5.727816,647.710776,
-769.921,4248431.275,5.721098,648.195611,
-770.028,4248431.748,5.714442,648.680445,
-770.143,4248432.219,5.707631,649.165282,
-770.269,4248432.687,5.700344,649.650127,
-770.403,4248433.153,5.696306,650.134935,
-770.545,4248433.616,5.695230,650.619728,
-770.695,4248434.077,5.693430,651.104523,
-770.853,4248434.536,5.692470,651.589317,
-771.017,4248434.992,5.692654,652.074111,
-771.187,4248435.446,5.691448,652.558906,
-771.364,4248435.897,5.689328,653.043706,
-771.545,4248436.347,5.687655,653.528504,
-771.731,4248436.795,5.687197,654.013300,
-771.921,4248437.241,5.687536,654.498097,
-772.114,4248437.685,5.687641,654.982893,
-772.310,4248438.129,5.686485,655.467692,
-772.508,4248438.571,5.684612,655.952493,
-772.708,4248439.013,5.682982,656.437293,
-772.908,4248439.454,5.681136,656.922094,
-773.109,4248439.896,5.679651,657.406894,
-773.310,4248440.337,5.679535,657.891692,
-773.509,4248440.779,5.679741,658.376490,
-773.708,4248441.221,5.679686,658.861287,
-773.907,4248441.663,5.679670,659.346085,
-774.104,4248442.106,5.679686,659.830883,
-774.301,4248442.549,5.679683,660.315680,
-774.498,4248442.992,5.679682,660.800478,
-774.694,4248443.435,5.679683,661.285276,
-774.890,4248443.879,5.679683,661.770074,
-775.086,4248444.322,5.679682,662.254871,
-775.282,4248444.766,5.679683,662.739669,
-775.477,4248445.209,5.679683,663.224467,
-775.673,4248445.653,5.679683,663.709264,
-775.869,4248446.096,5.679683,664.194062,
-776.065,4248446.540,5.679683,664.678860,
-776.262,4248446.983,5.679683,665.163658,
-776.459,4248447.426,5.679683,665.648455,
-776.655,4248447.869,5.679682,666.133253,
-776.852,4248448.312,5.679683,666.618051,
-777.049,4248448.755,5.679683,667.102848,
-777.246,4248449.198,5.679678,667.587646,
-777.443,4248449.641,5.679690,668.072444,
-777.639,4248450.084,5.679691,668.557242,
-777.835,4248450.528,5.679626,669.042039,
-778.030,4248450.972,5.679757,669.526837,
-778.225,4248451.416,5.679846,670.011635,
-778.419,4248451.860,5.678688,670.496434,
-778.613,4248452.304,5.676766,670.981235,
-778.805,4248452.749,5.675088,671.466036,
-778.998,4248453.194,5.673532,671.950836,
-779.190,4248453.639,5.671768,672.435637,
-779.382,4248454.084,5.669872,672.920438,
-779.576,4248454.528,5.669218,673.405236,
-779.772,4248454.972,5.669346,673.890033,
-779.970,4248455.414,5.668883,674.374831,
-780.171,4248455.856,5.670507,674.859630,
-780.376,4248456.295,5.674174,675.344440,
-780.584,4248456.733,5.676225,675.829240,
-780.797,4248457.168,5.677686,676.314037,
-781.016,4248457.601,5.679450,676.798835,
-781.240,4248458.031,5.679907,677.283629,
-781.471,4248458.457,5.679637,677.768422,
-781.708,4248458.880,5.679657,678.253213,
-781.954,4248459.298,5.679704,678.738003,
-782.208,4248459.711,5.679677,679.222792,
-782.470,4248460.118,5.679665,679.707580,
-782.742,4248460.520,5.679731,680.192366,
-783.024,4248460.914,5.679669,680.677150,
-783.316,4248461.301,5.679459,681.161937,
-783.616,4248461.682,5.680334,681.646727,
-783.924,4248462.057,5.682194,682.131523,
-784.236,4248462.427,5.683790,682.616319,
-784.553,4248462.794,5.685767,683.101119,
-784.873,4248463.158,5.687410,683.585919,
-785.195,4248463.521,5.686305,684.070718,
-785.517,4248463.883,5.684341,684.555519,
-785.839,4248464.246,5.682809,685.040319,
-786.159,4248464.610,5.679738,685.525126,
-786.476,4248464.977,5.676547,686.009933,
-786.790,4248465.346,5.674941,686.494733,
-787.103,4248465.716,5.673471,686.979532,
-787.414,4248466.088,5.671711,687.464333,
-787.725,4248466.460,5.670025,687.949133,
-788.034,4248466.834,5.668432,688.433934,
-788.343,4248467.207,5.666705,688.918734,
-788.653,4248467.580,5.664819,689.403536,
-788.963,4248467.953,5.663969,689.888334,
-789.274,4248468.324,5.664160,690.373132,
-789.587,4248468.695,5.664159,690.857929,
-789.902,4248469.063,5.664269,691.342726,
-790.219,4248469.430,5.664285,691.827523,
-790.538,4248469.795,5.662958,692.312321,
-790.860,4248470.157,5.661083,692.797122,
-791.184,4248470.518,5.659463,693.281922,
-791.511,4248470.876,5.657564,693.766722,
-791.839,4248471.233,5.656304,694.251521,
-792.169,4248471.588,5.656381,694.736318,
-792.501,4248471.941,5.656245,695.221115,
-792.835,4248472.293,5.656526,695.705913,
-793.170,4248472.643,5.658335,696.190713,
-793.507,4248472.991,5.659243,696.675512,
-793.846,4248473.338,5.659002,697.160309,
-794.186,4248473.684,5.659166,697.645106,
-794.527,4248474.028,5.658478,698.129904,
-794.870,4248474.371,5.656603,698.614705,
-795.214,4248474.713,5.654839,699.099506,
-795.558,4248475.054,5.653276,699.584306,
-795.904,4248475.394,5.651602,700.069107,
-796.251,4248475.733,5.649697,700.553908,
-796.598,4248476.071,5.648485,701.038707,
-796.946,4248476.409,5.648538,701.523505,
-797.294,4248476.746,5.648917,702.008303,
-797.642,4248477.083,5.648488,702.493101,
-797.990,4248477.421,5.646802,702.977901,
-798.339,4248477.758,5.645038,703.462702,
-798.686,4248478.096,5.643363,703.947503,
-799.034,4248478.434,5.641502,704.432304,
-799.381,4248478.773,5.640683,704.917102,
-799.727,4248479.112,5.640900,705.401900,
-800.072,4248479.452,5.640963,705.886698,
-800.416,4248479.794,5.640868,706.371495,
-800.760,4248480.135,5.640887,706.856293,
-801.105,4248480.477,5.641071,707.341091,
-801.450,4248480.817,5.640627,707.825888,
-801.798,4248481.155,5.638880,708.310688,
-802.148,4248481.490,5.635880,708.795494,
-802.501,4248481.822,5.632316,709.280302,
-802.858,4248482.150,5.628944,709.765108,
-803.220,4248482.472,5.626198,710.249909,
-803.587,4248482.789,5.625494,710.734701,
-803.960,4248483.099,5.627316,711.219494,
-804.339,4248483.401,5.628247,711.704284,
-804.725,4248483.695,5.627981,712.189071,
-805.118,4248483.979,5.628201,712.673858,
-805.515,4248484.257,5.627248,713.158654,
-805.914,4248484.533,5.625456,713.643455,
-806.311,4248484.811,5.625200,714.128250,
-806.702,4248485.097,5.625421,714.613035,
-807.085,4248485.394,5.625368,715.097805,
-807.454,4248485.709,5.625699,715.582551,
-807.805,4248486.043,5.624896,716.067269,
-808.132,4248486.400,5.621467,716.551994,
-808.439,4248486.776,5.615561,717.036772,
-808.727,4248487.165,5.608372,717.521589,
-809.002,4248487.565,5.601522,718.006417,
-809.266,4248487.971,5.596529,718.491233,
-809.526,4248488.381,5.594274,718.976034,
-809.783,4248488.792,5.594341,719.460832,
-810.041,4248489.202,5.593906,719.945630,
-810.296,4248489.614,5.591746,720.430430,
-810.545,4248490.031,5.588472,720.915231,
-810.784,4248490.453,5.585072,721.400024,
-811.008,4248490.882,5.581738,721.884803,
-811.213,4248491.321,5.578086,722.369567,
-811.395,4248491.771,5.575607,722.854305,
-811.552,4248492.229,5.574108,723.339057,
-811.690,4248492.694,5.570893,723.823841,
-811.815,4248493.162,5.567961,724.308637,
-811.932,4248493.633,5.566549,724.793435,
-812.049,4248494.103,5.563383,725.278243,
-812.169,4248494.573,5.560498,725.763044,
-812.301,4248495.040,5.560591,726.247825,
-812.448,4248495.502,5.560684,726.732595,
-812.612,4248495.958,5.560857,727.217362,
-812.795,4248496.407,5.562639,727.702130,
-812.996,4248496.848,5.563642,728.186892,
-813.216,4248497.280,5.563359,728.671650,
-813.455,4248497.701,5.563299,729.156404,
-813.714,4248498.111,5.563375,729.641156,
-813.992,4248498.508,5.563358,730.125911,
-814.287,4248498.893,5.563352,730.610670,
-814.599,4248499.264,5.563355,731.095430,
-814.926,4248499.622,5.563353,731.580193,
-815.268,4248499.966,5.563370,732.064959,
-815.622,4248500.296,5.563337,732.549725,
-815.990,4248500.612,5.563308,733.034495,
-816.368,4248500.915,5.563551,733.519267,
-816.757,4248501.205,5.563203,734.004041,
-817.155,4248501.481,5.561526,734.488821,
-817.562,4248501.745,5.559746,734.973604,
-817.976,4248501.997,5.558078,735.458388,
-818.397,4248502.237,5.556213,735.943175,
-818.824,4248502.466,5.555382,736.427960,
-819.257,4248502.685,5.555592,736.912747,
-819.695,4248502.894,5.555629,737.397535,
-820.136,4248503.094,5.555617,737.882325,
-820.582,4248503.285,5.555624,738.367116,
-821.030,4248503.469,5.555384,738.851908,
-821.482,4248503.645,5.555957,739.336702,
-821.936,4248503.816,5.557749,739.821500,
-822.391,4248503.981,5.559476,740.306298,
-822.849,4248504.142,5.561186,740.791098,
-823.307,4248504.300,5.562974,741.275898,
-823.767,4248504.454,5.563626,741.760695,
-824.227,4248504.607,5.563299,742.245493,
-824.688,4248504.758,5.563118,742.730290,
-825.149,4248504.907,5.564118,743.215089,
-825.610,4248505.055,5.565998,743.699890,
-826.072,4248505.202,5.567698,744.184691,
-826.535,4248505.349,5.569317,744.669491,
-826.997,4248505.494,5.571001,745.154292,
-827.459,4248505.640,5.572675,745.639092,
-827.922,4248505.785,5.574341,746.123893,
-828.384,4248505.931,5.576012,746.608693,
-828.847,4248506.076,5.577682,747.093494,
-829.309,4248506.223,5.579352,747.578295,
-829.771,4248506.370,5.581022,748.063095,
-830.232,4248506.518,5.582693,748.547896,
-830.694,4248506.667,5.584361,749.032696,
-831.154,4248506.818,5.586028,749.517497,
-831.615,4248506.969,5.587715,750.002297,
-832.075,4248507.122,5.589366,750.487097,
-832.535,4248507.276,5.590986,750.971898,
-832.994,4248507.431,5.592869,751.456699,
-833.453,4248507.587,5.594379,751.941499,
-833.912,4248507.744,5.594531,752.426297,
-834.370,4248507.902,5.594319,752.911094,
-834.828,4248508.061,5.594370,753.395892,
-835.286,4248508.222,5.594389,753.880689,
-835.743,4248508.383,5.594372,754.365487,
-836.199,4248508.546,5.594375,754.850285,
-836.656,4248508.709,5.594377,755.335082,
-837.112,4248508.874,5.594376,755.819880,
-837.567,4248509.040,5.594376,756.304678,
-838.023,4248509.207,5.594376,756.789475,
-838.477,4248509.374,5.594376,757.274273,
-838.932,4248509.543,5.594376,757.759070,
-839.386,4248509.713,5.594376,758.243868,
-839.839,4248509.884,5.594376,758.728666,
-840.293,4248510.057,5.594376,759.213463,
-840.745,4248510.230,5.594376,759.698261,
-841.198,4248510.404,5.594376,760.183058,
-841.650,4248510.579,5.594376,760.667856,
-842.101,4248510.755,5.594376,761.152654,
-842.553,4248510.933,5.594376,761.637451,
-843.004,4248511.111,5.594375,762.122249,
-843.454,4248511.290,5.594378,762.607046,
-843.904,4248511.470,5.594379,763.091844,
-844.354,4248511.652,5.594361,763.576642,
-844.803,4248511.833,5.594393,764.061439,
-845.252,4248512.016,5.594424,764.546237,
-845.701,4248512.200,5.594183,765.031035,
-846.149,4248512.384,5.594515,765.515833,
-846.597,4248512.569,5.596182,766.000633,
-847.045,4248512.754,5.597966,766.485434,
-847.493,4248512.941,5.599631,766.970235,
-847.940,4248513.127,5.601498,767.455036,
-848.387,4248513.315,5.602351,767.939834,
-848.834,4248513.502,5.602143,768.424632,
-849.281,4248513.690,5.602085,768.909430,
-849.728,4248513.879,5.602146,769.394227,
-850.174,4248514.068,5.602134,769.879025,
-850.621,4248514.257,5.602128,770.363823,
-851.067,4248514.447,5.602131,770.848621,
-851.513,4248514.636,5.602131,771.333418,
-851.959,4248514.826,5.602135,771.818216,
-852.405,4248515.016,5.602127,772.303014,
-852.851,4248515.206,5.602117,772.787811,
-853.297,4248515.397,5.602185,773.272609,
-853.743,4248515.587,5.602100,773.757407,
-854.189,4248515.777,5.601905,774.242205,
-854.635,4248515.967,5.602913,774.727003,
-855.081,4248516.157,5.604746,775.211805,
-855.527,4248516.347,5.606178,775.696604,
-855.973,4248516.537,5.608790,776.181409,
-856.419,4248516.727,5.612257,776.666219,
-856.865,4248516.916,5.614184,777.151021,
-857.312,4248517.105,5.615714,777.635821,
-857.758,4248517.294,5.617447,778.120622,
-858.205,4248517.483,5.617913,778.605420,
-858.652,4248517.671,5.617515,779.090218,
-859.098,4248517.859,5.617455,779.575015,
-859.545,4248518.048,5.618683,780.059815,
-859.992,4248518.236,5.620551,780.544616,
-860.439,4248518.424,5.622178,781.029416,
-860.885,4248518.612,5.624033,781.514218,
-861.332,4248518.800,5.625466,781.999017,
-861.779,4248518.988,5.625545,782.483815,
-862.226,4248519.176,5.625295,782.968613,
-862.673,4248519.364,5.625394,783.453411,
-863.120,4248519.551,5.625632,783.938208,
-863.567,4248519.739,5.624851,784.423007,
-864.014,4248519.927,5.623004,784.907808,
-864.461,4248520.115,5.621325,785.392609,
-864.907,4248520.304,5.619560,785.877410,
-865.354,4248520.492,5.617847,786.362210,
-865.801,4248520.680,5.617437,786.847008,
-866.247,4248520.869,5.617684,787.331806,
-866.694,4248521.058,5.617664,787.816604,
-867.140,4248521.246,5.617625,788.301401,
-867.587,4248521.436,5.617644,788.786199,
-868.033,4248521.625,5.617647,789.270997,
-868.479,4248521.814,5.617628,789.755795,
-868.926,4248522.004,5.617645,790.240592,
-869.372,4248522.194,5.617700,790.725390,
-869.817,4248522.384,5.617492,791.210188,
-870.263,4248522.575,5.617613,791.694985,
-870.709,4248522.765,5.619104,792.179785,
-871.155,4248522.956,5.620946,792.664587,
-871.600,4248523.147,5.622577,793.149387,
-872.046,4248523.338,5.624466,793.634189,
-872.491,4248523.529,5.625580,794.118988,
-872.937,4248523.721,5.625458,794.603785,
-873.382,4248523.912,5.625341,795.088583,
-873.827,4248524.104,5.625407,795.573381,
-874.273,4248524.296,5.625402,796.058178,
-874.718,4248524.488,5.625396,796.542976,
-875.163,4248524.680,5.625395,797.027774,
-875.608,4248524.872,5.625382,797.512572,
-876.053,4248525.064,5.625440,797.997369,
-876.498,4248525.256,5.625389,798.482167,
-876.943,4248525.449,5.625180,798.966965,
-877.388,4248525.641,5.625994,799.451763,
-877.833,4248525.834,5.627864,799.936565,
-878.278,4248526.026,5.629596,800.421365,
-878.723,4248526.219,5.631202,800.906166,
-879.168,4248526.411,5.632883,801.390966,
-879.613,4248526.604,5.634578,801.875767,
-880.058,4248526.796,5.636206,802.360567,
-880.503,4248526.988,5.637856,802.845368,
-880.948,4248527.180,5.639769,803.330169,
-881.393,4248527.372,5.641038,803.814969,
-881.839,4248527.564,5.641005,804.299767,
-882.284,4248527.755,5.640848,804.784564,
-882.730,4248527.946,5.640912,805.269362,
-883.176,4248528.136,5.640916,805.754160,
-883.622,4248528.326,5.640903,806.238957,
-884.068,4248528.515,5.640907,806.723755,
-884.515,4248528.704,5.640908,807.208553,
-884.962,4248528.892,5.640907,807.693350,
-885.409,4248529.079,5.640907,808.178148,
-885.856,4248529.266,5.640907,808.662946,
-886.304,4248529.452,5.640907,809.147743,
-886.752,4248529.637,5.640907,809.632541,
-887.200,4248529.822,5.640907,810.117339,
-887.649,4248530.005,5.640907,810.602136,
-888.098,4248530.188,5.640907,811.086934,
-888.548,4248530.369,5.640908,811.571732,
-888.997,4248530.550,5.640906,812.056529,
-889.448,4248530.729,5.640903,812.541327,
-889.898,4248530.908,5.640920,813.026124,
-890.349,4248531.086,5.640902,813.510922,
-890.801,4248531.263,5.640849,813.995720,
-891.252,4248531.439,5.641060,814.480517,
-891.704,4248531.615,5.640923,814.965315,
-892.156,4248531.790,5.639416,815.450115,
-892.608,4248531.965,5.637575,815.934916,
-893.061,4248532.139,5.635943,816.419717,
-893.513,4248532.314,5.634072,816.904518,
-893.966,4248532.488,5.632938,817.389317,
-894.418,4248532.661,5.633057,817.874115,
-894.871,4248532.835,5.633418,818.358913,
-895.323,4248533.009,5.632884,818.843711,
-895.776,4248533.183,5.631146,819.328512,
-896.228,4248533.357,5.629407,819.813313,
-896.681,4248533.531,5.627710,820.298113,
-897.133,4248533.706,5.625876,820.782914,
-897.585,4248533.882,5.625172,821.267712,
-898.036,4248534.059,5.625407,821.752510,
-898.487,4248534.236,5.625441,822.237308,
-898.938,4248534.415,5.625368,822.722105,
-899.388,4248534.596,5.625392,823.206903,
-899.837,4248534.779,5.625476,823.691700,
-900.285,4248534.963,5.625247,824.176497,
-900.732,4248535.150,5.625266,824.661294,
-901.179,4248535.339,5.626871,825.146094,
-901.624,4248535.531,5.628181,825.630893,
-902.068,4248535.726,5.628020,826.115690,
-902.510,4248535.924,5.628129,826.600486,
-902.952,4248536.125,5.627760,827.085283,
-903.391,4248536.329,5.626007,827.570083,
-903.830,4248536.535,5.624406,828.054883,
-904.267,4248536.744,5.622510,828.539684,
-904.704,4248536.955,5.619209,829.024492,
-905.139,4248537.168,5.615674,829.509303,
-905.574,4248537.383,5.612399,829.994111,
-906.008,4248537.599,5.609069,830.478920,
-906.442,4248537.815,5.605712,830.963730,
-906.875,4248538.033,5.602376,831.448539,
-907.308,4248538.251,5.599042,831.933348,
-907.741,4248538.469,5.595688,832.418157,
-908.174,4248538.687,5.592348,832.902966,
-908.607,4248538.905,5.589076,833.387775,
-909.040,4248539.123,5.585596,833.872585,
-909.474,4248539.339,5.582169,834.357395,
-909.908,4248539.555,5.580321,834.842196,
-910.343,4248539.770,5.582189,835.326998,
-910.777,4248539.985,5.588725,835.811839,
-911.212,4248540.199,5.597679,836.296720,
-911.648,4248540.412,5.608365,836.781635,
-912.083,4248540.625,5.620412,837.266582,
-912.519,4248540.837,5.630227,837.751479,
-912.955,4248541.049,5.635721,838.236308,
-913.392,4248541.259,5.636837,838.721107,
-913.829,4248541.469,5.634058,839.205913,
-914.266,4248541.679,5.628604,839.690741,
-914.704,4248541.887,5.622151,840.175582,
-915.142,4248542.095,5.615100,840.660431,
-915.580,4248542.302,5.608381,841.145275,
-916.019,4248542.509,5.603658,841.630096,
-916.458,4248542.715,5.597556,842.114932,
-916.897,4248542.920,5.587378,842.599836,
-917.337,4248543.124,5.575613,843.084777,
-917.777,4248543.327,5.560542,843.569808,
-918.217,4248543.530,5.540434,844.055023,
-918.658,4248543.733,5.520270,844.540240,
-919.098,4248543.934,5.502875,845.025350,
-919.539,4248544.136,5.488723,845.510354,
-919.980,4248544.338,5.478433,845.995261,
-920.421,4248544.539,5.472959,846.480089,
-920.862,4248544.741,5.473130,846.964887,
-921.302,4248544.944,5.477950,847.449709,
-921.743,4248545.147,5.484943,847.934557,
-922.182,4248545.350,5.491739,848.419402,
-922.622,4248545.555,5.503568,848.904344,
-923.061,4248545.761,5.522618,849.389516,
-923.499,4248545.968,5.542601,849.874725,
-923.937,4248546.176,5.563043,850.359953,
-924.374,4248546.386,5.586196,850.845303,
-924.810,4248546.597,5.613154,851.330849,
-925.245,4248546.811,5.642185,851.816515,
-925.680,4248547.027,5.671713,852.302211,
-926.113,4248547.244,5.704511,852.788116,
-926.546,4248547.463,5.734906,853.273866,
-926.978,4248547.683,5.754396,853.759055,
-927.409,4248547.903,5.770423,854.244118,
-927.841,4248548.125,5.787295,854.729209,
-928.272,4248548.346,5.802829,855.214255,
-928.704,4248548.567,5.816949,855.699259,
-929.135,4248548.787,5.830205,856.184238,
-929.568,4248549.007,5.842744,856.669197,
-930.000,4248549.225,5.852970,857.154103,
-930.434,4248549.442,5.859539,857.638945,
-930.869,4248549.657,5.862734,858.123752,
-931.304,4248549.870,5.863095,858.608550,
-931.741,4248550.080,5.861442,859.093349,
-932.180,4248550.287,5.859125,859.578151,
-932.619,4248550.491,5.858065,860.062949,
-933.061,4248550.691,5.859543,860.547747,
-933.504,4248550.887,5.862131,861.032550,
-933.950,4248551.078,5.865857,861.517360,
-934.397,4248551.265,5.871987,862.002194,
-934.846,4248551.448,5.880048,862.487057,
-935.297,4248551.626,5.888419,862.971925,
-935.750,4248551.799,5.895300,863.456770,
-936.204,4248551.969,5.901947,863.941612,
-936.659,4248552.135,5.908698,864.426455,
-937.116,4248552.297,5.913752,864.911278,
-937.575,4248552.455,5.919243,865.396105,
-938.034,4248552.610,5.926203,865.880952,
-938.495,4248552.761,5.930874,866.365771,
-938.956,4248552.910,5.933424,866.850575,
-939.418,4248553.055,5.935320,867.335375,
-939.882,4248553.198,5.935441,867.820173,
-940.346,4248553.338,5.935735,868.304970,
-940.811,4248553.476,5.938942,868.789778,
-941.276,4248553.612,5.942589,869.274589,
-941.742,4248553.745,5.945882,869.759397,
-942.209,4248553.876,5.949685,870.244209,
-942.676,4248554.006,5.951445,870.729010,
-943.144,4248554.134,5.951109,871.213808,
-943.612,4248554.261,5.952104,871.698606,
-944.080,4248554.386,5.954707,872.183411,
-944.549,4248554.510,5.958117,872.668220,
-945.017,4248554.633,5.961681,873.153031,
-945.487,4248554.756,5.964675,873.637838,
-945.956,4248554.877,5.966418,874.122639,
-946.425,4248554.998,5.966588,874.607437,
-946.895,4248555.118,5.966749,875.092234,
-947.365,4248555.238,5.968420,875.577035,
-947.834,4248555.358,5.970235,876.061836,
-948.304,4248555.478,5.971890,876.546637,
-948.774,4248555.598,5.973758,877.031438,
-949.244,4248555.718,5.974589,877.516236,
-949.713,4248555.839,5.974386,878.001034,
-950.182,4248555.960,5.974393,878.485832,
-950.652,4248556.082,5.974275,878.970629,
-951.121,4248556.205,5.974280,879.455427,
-951.589,4248556.329,5.975643,879.940227,
-952.058,4248556.454,5.977505,880.425028,
-952.526,4248556.580,5.979123,880.909828,
-952.994,4248556.707,5.981070,881.394629,
-953.461,4248556.836,5.982217,881.879428,
-953.928,4248556.967,5.982041,882.364226,
-954.394,4248557.099,5.982987,882.849024,
-954.860,4248557.232,5.984944,883.333826,
-955.326,4248557.366,5.986581,883.818626,
-955.792,4248557.501,5.988392,884.303427,
-956.258,4248557.636,5.989911,884.788227,
-956.723,4248557.771,5.990101,885.273025,
-957.189,4248557.905,5.989691,885.757823,
-957.655,4248558.040,5.989829,886.242621,
-958.121,4248558.173,5.991296,886.727421,
-958.587,4248558.305,5.993131,887.212222,
-959.054,4248558.436,5.994761,887.697022,
-959.522,4248558.565,5.996655,888.181823,
-959.989,4248558.692,5.997810,888.666622,
-960.458,4248558.818,5.997705,889.151419,
-960.927,4248558.940,5.997640,889.636216,
-961.396,4248559.060,5.997603,890.121013,
-961.867,4248559.177,5.997460,890.605810,
-962.338,4248559.291,5.998493,891.090608,
-962.810,4248559.403,6.000406,891.575409,
-963.282,4248559.514,6.002093,892.060210,
-963.753,4248559.626,6.003708,892.545010,
-964.224,4248559.742,6.005397,893.029809,
-964.694,4248559.863,6.007085,893.514606,
-965.161,4248559.990,6.008701,893.999401,
-965.627,4248560.127,6.010387,894.484193,
-966.089,4248560.273,6.012295,894.968982,
-966.547,4248560.431,6.013344,895.453770,
-967.002,4248560.599,6.013205,895.938559,
-967.453,4248560.776,6.013100,896.423350,
-967.901,4248560.961,6.013167,896.908142,
-968.346,4248561.153,6.013163,897.392935,
-968.789,4248561.351,6.013136,897.877730,
-969.229,4248561.555,6.013166,898.362525,
-969.667,4248561.762,6.013209,898.847321,
-970.104,4248561.973,6.012977,899.332118,
-970.539,4248562.186,6.013216,899.816916,
-970.974,4248562.401,6.014817,900.301716,
-971.408,4248562.616,6.016622,900.786517,
-971.842,4248562.831,6.018272,901.271317,
-972.277,4248563.046,6.020175,901.756119,
-972.713,4248563.258,6.021078,902.240917,
-973.149,4248563.470,6.020910,902.725714,
-973.586,4248563.679,6.021134,903.210512,
-974.024,4248563.888,6.020464,903.695310,
-974.463,4248564.095,6.018611,904.180111,
-974.901,4248564.301,6.018074,904.664909,
-975.341,4248564.505,6.018360,905.149707,
-975.781,4248564.709,6.018313,905.634504,
-976.221,4248564.912,6.018466,906.119302,
-976.662,4248565.114,6.018214,906.604100,
-977.103,4248565.315,6.016652,907.088900,
-977.544,4248565.516,6.014372,907.573703,
-977.986,4248565.716,6.013158,908.058502,
-978.428,4248565.916,6.014574,908.543302,
-978.869,4248566.115,6.016769,909.028104,
-979.312,4248566.314,6.018268,909.512904,
-979.754,4248566.512,6.018730,909.997702,
-980.196,4248566.711,6.017739,910.482501,
-980.638,4248566.910,6.015949,910.967302,
-981.080,4248567.108,6.015251,911.452100,
-981.523,4248567.307,6.016187,911.936899,
-981.965,4248567.506,6.017982,912.421700,
-982.407,4248567.706,6.018757,912.906498,
-982.848,4248567.905,6.018088,913.391297,
-983.290,4248568.105,6.016427,913.876097,
