x [m],y [m],z [m],distance [m],max distance [m]
-863.830,4248529.914,4.966438,298.639844,
-863.383,4248529.727,4.963039,299.124653,
-862.935,4248529.540,4.959759,299.609462,
-862.488,4248529.354,4.956409,300.094271,
-862.040,4248529.168,4.953039,300.579081,
-861.592,4248528.983,4.949754,301.063889,
-861.144,4248528.798,4.946442,301.548698,
-860.696,4248528.613,4.942766,302.033510,
-860.247,4248528.429,4.939975,302.518316,
-859.799,4248528.245,4.938533,303.003116,
-859.350,4248528.061,4.935593,303.487922,
-858.901,4248527.878,4.932392,303.972731,
-858.452,4248527.695,4.931073,304.457530,
-858.003,4248527.512,4.927600,304.942340,
-857.554,4248527.329,4.922242,305.427168,
-857.105,4248527.147,4.918708,305.911978,
-856.656,4248526.965,4.915542,306.396786,
-856.206,4248526.783,4.912175,306.881596,
-855.757,4248526.602,4.910127,307.366398,
-855.307,4248526.420,4.908928,307.851197,
-854.858,4248526.239,4.907247,308.335997,
-854.408,4248526.058,4.903952,308.820806,
-853.958,4248525.876,4.901013,309.305613,
-853.508,4248525.696,4.899543,309.790413,
-853.059,4248525.515,4.896872,310.275218,
-852.609,4248525.334,4.893231,310.760029,
-852.159,4248525.153,4.889933,311.244838,
-851.709,4248524.973,4.886440,311.729649,
-851.259,4248524.792,4.883302,312.214457,
-850.809,4248524.611,4.881501,312.699258,
-850.359,4248524.431,4.880226,313.184057,
-849.909,4248524.250,4.878373,313.668858,
-849.460,4248524.069,4.875244,314.153666,
-849.010,4248523.888,4.871571,314.638478,
-848.560,4248523.708,4.868301,315.123286,
-848.110,4248523.527,4.866111,315.608089,
-847.660,4248523.346,4.865259,316.092888,
-847.211,4248523.165,4.865356,316.577685,
-846.761,4248522.984,4.865391,317.062483,
-846.311,4248522.802,4.865432,317.547281,
-845.862,4248522.621,4.865519,318.032078,
-845.412,4248522.440,4.864634,318.516877,
-844.962,4248522.259,4.862413,319.001680,
-844.513,4248522.078,4.859125,319.486489,
-844.063,4248521.897,4.855453,319.971300,
-843.613,4248521.716,4.852351,320.456108,
-843.163,4248521.535,4.850524,320.940909,
-842.713,4248521.355,4.849249,321.425708,
-842.263,4248521.174,4.847421,321.910510,
-841.813,4248520.994,4.844258,322.395318,
-841.363,4248520.815,4.840769,322.880128,
-840.913,4248520.635,4.837466,323.364937,
-840.462,4248520.456,4.833842,323.849748,
-840.011,4248520.277,4.831177,324.334553,
-839.561,4248520.099,4.829684,324.819353,
-839.110,4248519.921,4.826949,325.304159,
-838.658,4248519.744,4.823258,325.788970,
-838.207,4248519.567,4.819886,326.273780,
-837.755,4248519.390,4.816915,326.758586,
-837.304,4248519.215,4.813156,327.243399,
-836.852,4248519.039,4.807944,327.728224,
-836.399,4248518.865,4.803969,328.213038,
-835.947,4248518.691,4.800684,328.697847,
-835.494,4248518.517,4.795629,329.182671,
-835.041,4248518.344,4.791172,329.667489,
-834.588,4248518.172,4.788081,330.152297,
-834.134,4248518.001,4.784658,330.637107,
-833.681,4248517.831,4.781722,331.121913,
-833.226,4248517.661,4.780206,331.606713,
-832.772,4248517.493,4.779947,332.091511,
-832.317,4248517.325,4.780116,332.576309,
-831.862,4248517.158,4.780099,333.061106,
-831.407,4248516.991,4.780074,333.545904,
-830.951,4248516.826,4.780087,334.030702,
-830.495,4248516.662,4.780086,334.515499,
-830.038,4248516.498,4.780084,335.000297,
-829.582,4248516.336,4.780085,335.485094,
-829.125,4248516.174,4.780086,335.969892,
-828.667,4248516.013,4.780082,336.454690,
-828.209,4248515.854,4.780085,336.939487,
-827.751,4248515.695,4.780098,337.424285,
-827.293,4248515.537,4.780057,337.909083,
-826.834,4248515.381,4.780068,338.393880,
-826.375,4248515.225,4.780264,338.878678,
-825.915,4248515.071,4.779755,339.363476,
-825.456,4248514.917,4.777971,339.848277,
-824.995,4248514.765,4.775235,340.333082,
-824.535,4248514.614,4.771118,340.817897,
-824.074,4248514.463,4.765946,341.302722,
-823.612,4248514.314,4.761954,341.787536,
-823.151,4248514.167,4.758918,342.272343,
-822.689,4248514.020,4.755595,342.757152,
-822.226,4248513.874,4.752113,343.241962,
-821.763,4248513.730,4.748881,343.726771,
-821.300,4248513.587,4.745833,344.211578,
-820.837,4248513.445,4.741288,344.696397,
-820.373,4248513.304,4.736272,345.181220,
-819.908,4248513.165,4.733271,345.666027,
-819.444,4248513.027,4.728399,346.150849,
-818.979,4248512.890,4.721372,346.635698,
-818.513,4248512.754,4.717362,347.120512,
-818.047,4248512.620,4.714307,347.605319,
-817.581,4248512.487,4.710759,348.090130,
-817.115,4248512.355,4.710045,348.574928,
-816.648,4248512.223,4.710139,349.059725,
-816.181,4248512.093,4.708382,349.544526,
-815.714,4248511.964,4.706479,350.029328,
-815.246,4248511.835,4.704911,350.514128,
-814.779,4248511.707,4.703244,350.998928,
-814.311,4248511.580,4.701555,351.483729,
-813.843,4248511.454,4.699890,351.968530,
-813.375,4248511.328,4.698216,352.453330,
-812.907,4248511.202,4.696563,352.938131,
-812.438,4248511.077,4.694885,353.422931,
-811.970,4248510.953,4.693131,353.907732,
-811.501,4248510.829,4.691688,354.392532,
-811.032,4248510.705,4.690016,354.877333,
-810.564,4248510.581,4.686713,355.362142,
-810.095,4248510.457,4.683810,355.846948,
-809.626,4248510.334,4.682346,356.331748,
-809.157,4248510.210,4.679623,356.816553,
-808.688,4248510.087,4.675983,357.301365,
-808.220,4248509.963,4.672689,357.786174,
-807.751,4248509.839,4.669189,358.270984,
-807.282,4248509.716,4.666084,358.755792,
-806.814,4248509.591,4.664314,359.240592,
-806.345,4248509.467,4.663048,359.725392,
-805.876,4248509.343,4.661152,360.210193,
-805.408,4248509.219,4.657949,360.695002,
-804.939,4248509.094,4.654414,361.179812,
-804.471,4248508.970,4.651121,361.664621,
-804.002,4248508.845,4.647798,362.149430,
-803.534,4248508.721,4.644443,362.634240,
-803.065,4248508.596,4.641105,363.119049,
-802.596,4248508.472,4.637767,363.603858,
-802.128,4248508.348,4.634426,364.088667,
-801.659,4248508.223,4.631085,364.573476,
-801.191,4248508.099,4.627747,365.058286,
-800.722,4248507.975,4.624404,365.543095,
-800.253,4248507.852,4.621060,366.027904,
-799.784,4248507.728,4.617743,366.512713,
-799.315,4248507.605,4.614379,366.997523,
-798.847,4248507.482,4.610968,367.482332,
-798.378,4248507.359,4.607910,367.967140,
-797.909,4248507.236,4.604386,368.451950,
-797.440,4248507.114,4.599255,368.936775,
-796.970,4248506.992,4.594990,369.421591,
-796.501,4248506.870,4.591828,369.906399,
-796.032,4248506.749,4.586991,370.391221,
-795.562,4248506.628,4.582211,370.876043,
-795.093,4248506.507,4.579031,371.360851,
-794.623,4248506.387,4.576156,371.845657,
-794.153,4248506.267,4.572136,372.330471,
-793.683,4248506.148,4.566946,372.815297,
-793.213,4248506.029,4.563007,373.300110,
-792.743,4248505.910,4.559856,373.784918,
-792.273,4248505.792,4.556312,374.269729,
-791.803,4248505.674,4.554117,374.754532,
-791.333,4248505.556,4.552485,375.239332,
-790.862,4248505.439,4.549278,375.724141,
-790.392,4248505.322,4.545678,376.208952,
-789.921,4248505.205,4.542410,376.693760,
-789.451,4248505.089,4.539095,377.178569,
-788.980,4248504.973,4.535717,377.663379,
-788.509,4248504.857,4.532383,378.148188,
-788.038,4248504.741,4.529133,378.632997,
-787.567,4248504.626,4.525596,379.117807,
-787.097,4248504.511,4.522171,379.602617,
-786.625,4248504.396,4.520372,380.087418,
-786.154,4248504.282,4.518382,380.572220,
-785.683,4248504.167,4.514823,381.057031,
-785.212,4248504.053,4.512606,381.541833,
-784.741,4248503.940,4.510961,382.026634,
-784.270,4248503.826,4.507669,382.511443,
-783.798,4248503.713,4.504083,382.996254,
-783.327,4248503.599,4.500825,383.481062,
-782.855,4248503.486,4.497497,383.965872,
-782.384,4248503.373,4.494137,384.450681,
-781.912,4248503.261,4.490802,384.935490,
-781.441,4248503.148,4.487464,385.420299,
-780.969,4248503.036,4.484122,385.905109,
-780.498,4248502.924,4.480782,386.389918,
-780.026,4248502.811,4.477447,386.874727,
-779.554,4248502.699,4.474096,387.359536,
-779.083,4248502.588,4.470750,387.844346,
-778.611,4248502.476,4.467479,388.329154,
-778.139,4248502.364,4.464029,388.813964,
-777.667,4248502.253,4.460536,389.298775,
-777.195,4248502.141,4.458301,389.783577,
-776.724,4248502.030,4.456796,390.268378,
-776.252,4248501.919,4.454950,390.753179,
-775.780,4248501.808,4.454145,391.237977,
-775.308,4248501.698,4.454368,391.722775,
-774.836,4248501.587,4.454355,392.207573,
-774.364,4248501.477,4.454480,392.692370,
-773.891,4248501.367,4.454441,393.177168,
-773.419,4248501.257,4.453049,393.661968,
-772.947,4248501.147,4.451143,394.146769,
-772.475,4248501.037,4.449511,394.631570,
-772.002,4248500.928,4.447870,395.116370,
-771.530,4248500.819,4.446182,395.601171,
-771.058,4248500.710,4.444514,396.085971,
-770.585,4248500.602,4.442845,396.570772,
-770.113,4248500.494,4.441176,397.055573,
-769.640,4248500.386,4.439510,397.540373,
-769.167,4248500.278,4.437819,398.025174,
-768.695,4248500.170,4.436170,398.509974,
-768.222,4248500.063,4.434569,398.994775,
-767.749,4248499.956,4.432634,399.479576,
-767.276,4248499.850,4.431122,399.964376,
-766.803,4248499.744,4.431179,400.449174,
-766.330,4248499.638,4.430618,400.933972,
-765.857,4248499.532,4.428738,401.418773,
-765.383,4248499.427,4.427276,401.903573,
-764.910,4248499.322,4.424945,402.388377,
-764.437,4248499.217,4.421415,402.873187,
-763.963,4248499.113,4.419271,403.357990,
-763.490,4248499.009,4.417765,403.842790,
-763.016,4248498.906,4.415923,404.327591,
-762.542,4248498.803,4.415562,404.812389,
-762.069,4248498.700,4.415481,405.297186,
-761.595,4248498.598,4.413782,405.781987,
-761.121,4248498.496,4.412164,406.266788,
-760.647,4248498.394,4.410320,406.751589,
-760.173,4248498.292,4.406894,407.236399,
-759.699,4248498.191,4.404166,407.721204,
-759.225,4248498.090,4.402749,408.206004,
-758.750,4248497.989,4.401097,408.690804,
-758.276,4248497.888,4.399512,409.175605,
-757.802,4248497.786,4.397852,409.660405,
-757.328,4248497.685,4.394905,410.145212,
-756.854,4248497.584,4.391229,410.630023,
-756.380,4248497.482,4.387871,411.114833,
-755.906,4248497.381,4.385451,411.599637,
-755.432,4248497.279,4.384531,412.084435,
-754.958,4248497.177,4.384704,412.569233,
-754.484,4248497.074,4.383678,413.054032,
-754.010,4248496.971,4.381817,413.538833,
-753.537,4248496.868,4.380362,414.023633,
-753.063,4248496.764,4.377614,414.508438,
-752.590,4248496.660,4.374202,414.993248,
-752.116,4248496.555,4.372346,415.478049,
-751.643,4248496.450,4.370946,415.962849,
-751.170,4248496.344,4.369210,416.447650,
-750.697,4248496.237,4.367517,416.932450,
-750.225,4248496.129,4.365867,417.417251,
-749.752,4248496.021,4.364194,417.902051,
-749.280,4248495.912,4.362527,418.386852,
-748.807,4248495.802,4.360847,418.871652,
-748.336,4248495.691,4.359168,419.356453,
-747.864,4248495.579,4.357581,419.841253,
-747.392,4248495.466,4.355784,420.326054,
-746.921,4248495.353,4.353922,420.810855,
-746.450,4248495.238,4.353524,421.295653,
-745.979,4248495.123,4.353489,421.780451,
-745.509,4248495.006,4.351846,422.265251,
-745.038,4248494.889,4.350193,422.750052,
-744.568,4248494.771,4.348423,423.234853,
-744.098,4248494.652,4.345065,423.719662,
-743.628,4248494.533,4.342180,424.204468,
-743.158,4248494.412,4.340754,424.689268,
-742.689,4248494.291,4.339429,425.174067,
-742.220,4248494.169,4.337064,425.658871,
-741.751,4248494.046,4.333601,426.143681,
-741.282,4248493.923,4.330245,426.628490,
-740.813,4248493.798,4.326810,427.113300,
-740.345,4248493.673,4.323328,427.598110,
-739.877,4248493.547,4.321340,428.082912,
-739.409,4248493.421,4.319582,428.567713,
-738.941,4248493.294,4.316253,429.052522,
-738.473,4248493.166,4.312693,429.537333,
-738.006,4248493.037,4.309432,430.022141,
-737.539,4248492.908,4.306106,430.506950,
-737.072,4248492.778,4.302732,430.991760,
-736.605,4248492.648,4.299405,431.476569,
-736.138,4248492.516,4.296132,431.961378,
-735.672,4248492.385,4.292603,432.446188,
-735.205,4248492.252,4.289282,432.930997,
-734.739,4248492.119,4.287358,433.415799,
-734.273,4248491.985,4.285773,433.900599,
-733.808,4248491.850,4.284008,434.385400,
-733.342,4248491.715,4.283574,434.870198,
-732.877,4248491.578,4.283753,435.354995,
-732.412,4248491.441,4.283648,435.839793,
-731.947,4248491.304,4.284453,436.324591,
-731.482,4248491.165,4.286686,436.809394,
-731.018,4248491.026,4.290010,437.294203,
-730.554,4248490.885,4.293445,437.779013,
-730.090,4248490.744,4.296770,438.263822,
-729.627,4248490.602,4.300223,438.748632,
-729.163,4248490.459,4.303164,439.233439,
-728.700,4248490.316,4.306675,439.718249,
-728.238,4248490.171,4.312974,440.203087,
-727.775,4248490.025,4.319864,440.687934,
-727.313,4248489.878,4.326453,441.172776,
-726.851,4248489.731,4.334812,441.657646,
-726.390,4248489.582,4.342553,442.142506,
-725.929,4248489.432,4.348893,442.627345,
-725.468,4248489.281,4.358360,443.112235,
-725.008,4248489.129,4.368006,443.597128,
-724.548,4248488.976,4.374389,444.081968,
-724.089,4248488.821,4.382220,444.566829,
-723.630,4248488.665,4.390371,445.051695,
-723.171,4248488.509,4.395341,445.536518,
-722.712,4248488.351,4.400774,446.021346,
-722.254,4248488.193,4.407832,446.506195,
-721.796,4248488.035,4.414663,446.991041,
-721.337,4248487.877,4.420992,447.475880,
-720.879,4248487.719,4.427771,447.960725,
-720.420,4248487.561,4.436191,448.445596,
-719.962,4248487.405,4.443913,448.930455,
-719.503,4248487.249,4.450377,449.415296,
-719.043,4248487.095,4.458615,449.900163,
-718.583,4248486.942,4.466478,450.385024,
-718.122,4248486.791,4.472798,450.869863,
-717.661,4248486.642,4.482088,451.354749,
-717.199,4248486.496,4.491935,451.839646,
-716.736,4248486.350,4.498539,452.324489,
-716.273,4248486.206,4.505126,452.809331,
-715.810,4248486.062,4.511611,453.294173,
-715.348,4248485.918,4.516328,453.778993,
-714.885,4248485.772,4.522832,454.263834,
-714.424,4248485.623,4.531674,454.748712,
-713.963,4248485.472,4.540157,455.233583,
-713.504,4248485.318,4.548322,455.718448,
-713.046,4248485.159,4.556710,456.203316,
-712.589,4248484.995,4.565320,456.688187,
-712.135,4248484.825,4.573063,457.173043,
-711.684,4248484.649,4.579616,457.657880,
-711.235,4248484.465,4.586268,458.142718,
-710.790,4248484.274,4.592863,458.627556,
-710.347,4248484.077,4.599391,459.112394,
-709.906,4248483.874,4.607410,459.597256,
-709.467,4248483.668,4.615678,460.082123,
-709.030,4248483.459,4.622366,460.566966,
-708.593,4248483.249,4.628903,461.051808,
-708.157,4248483.037,4.635588,461.536652,
-707.720,4248482.827,4.641997,462.021492,
-707.283,4248482.617,4.649750,462.506351,
-706.844,4248482.411,4.658176,462.991221,
-706.404,4248482.208,4.664842,463.476062,
-705.961,4248482.011,4.672091,463.960911,
-705.516,4248481.818,4.680651,464.445782,
-705.069,4248481.631,4.687794,464.930630,
-704.620,4248481.447,4.694139,465.415468,
-704.171,4248481.266,4.700853,465.900312,
-703.720,4248481.087,4.707648,466.385157,
-703.270,4248480.908,4.714187,466.869999,
-702.819,4248480.729,4.720725,467.354841,
-702.369,4248480.549,4.728551,467.839701,
-701.920,4248480.366,4.737048,468.324573,
-701.473,4248480.180,4.745194,468.809437,
-701.027,4248479.989,4.754579,469.294323,
-700.584,4248479.792,4.764713,469.779223,
-700.144,4248479.589,4.773463,470.264094,
-699.707,4248479.379,4.780745,470.748941,
-699.274,4248479.161,4.787305,471.233778,
-698.843,4248478.937,4.794004,471.718619,
-698.416,4248478.709,4.800562,472.203458,
-697.991,4248478.475,4.807219,472.688300,
-697.568,4248478.238,4.815187,473.173162,
-697.147,4248477.999,4.823792,473.658035,
-696.727,4248477.757,4.832126,474.142904,
-696.307,4248477.514,4.840360,474.627772,
-695.887,4248477.271,4.848852,475.112644,
-695.468,4248477.029,4.857385,475.597517,
-695.047,4248476.787,4.864493,476.082366,
-694.625,4248476.548,4.871171,476.567209,
-694.202,4248476.312,4.879376,477.052075,
-693.777,4248476.079,4.888202,477.536952,
-693.350,4248475.850,4.896320,478.021817,
-692.922,4248475.621,4.903058,478.506661,
-692.495,4248475.393,4.909842,478.991507,
-692.067,4248475.164,4.916492,479.476350,
-691.642,4248474.932,4.921245,479.961170,
-691.218,4248474.697,4.927413,480.446005,
-690.796,4248474.457,4.936115,480.930877,
-690.379,4248474.211,4.943202,481.415721,
-689.965,4248473.957,4.949969,481.900559,
-689.557,4248473.696,4.958428,482.385422,
-689.155,4248473.425,4.966915,482.870282,
-688.760,4248473.144,4.975262,483.355137,
-688.373,4248472.852,4.983773,483.839991,
-687.996,4248472.548,4.991150,484.324821,
-687.629,4248472.230,4.997594,484.809633,
-687.276,4248471.898,5.004251,485.294440,
-686.938,4248471.551,5.010972,485.779240,
-686.618,4248471.187,5.017645,486.264029,
-686.318,4248470.806,5.024378,486.748806,
-686.041,4248470.408,5.030898,487.233568,
-685.791,4248469.993,5.037597,487.718320,
-685.570,4248469.562,5.045570,488.203100,
-685.374,4248469.118,5.054289,488.687907,
-685.204,4248468.664,5.062661,489.172720,
-685.058,4248468.202,5.069838,489.657525,
-684.932,4248467.734,5.076147,490.142326,
-684.825,4248467.261,5.082683,490.627139,
-684.735,4248466.785,5.090730,491.111980,
-684.662,4248466.306,5.098993,491.596823,
-684.607,4248465.824,5.105696,492.081633,
-684.573,4248465.340,5.112220,492.566428,
-684.564,4248464.856,5.118918,493.051211,
-684.584,4248464.371,5.125365,493.535971,
-684.636,4248463.890,5.132949,494.020725,
-684.725,4248463.413,5.141452,494.505466,
-684.853,4248462.946,5.148788,494.990171,
-685.020,4248462.490,5.154214,495.474873,
-685.220,4248462.049,5.160931,495.959615,
-685.449,4248461.622,5.170318,496.444421,
-685.704,4248461.210,5.179877,496.929249,
-685.980,4248460.811,5.187382,497.414055,
-686.275,4248460.426,5.192734,497.898843,
-686.585,4248460.054,5.200229,498.383668,
-686.909,4248459.693,5.206702,498.868486,
-687.243,4248459.342,5.214505,499.353329,
-687.588,4248459.001,5.222882,499.838185,
-687.940,4248458.668,5.229619,500.323020,
-688.300,4248458.343,5.236119,500.807853,
-688.665,4248458.024,5.242826,501.292692,
-689.035,4248457.711,5.249248,501.777529,
-689.408,4248457.401,5.256851,502.262385,
-689.783,4248457.094,5.265338,502.747256,
-690.160,4248456.789,5.272415,503.232105,
-690.536,4248456.483,5.278652,503.716943,
-690.911,4248456.176,5.285357,504.201787,
-691.284,4248455.866,5.293295,504.686648,
-691.653,4248455.552,5.301980,505.171522,
-692.021,4248455.236,5.310398,505.656391,
-692.386,4248454.917,5.317648,506.141242,
-692.749,4248454.596,5.323979,506.626081,
-693.110,4248454.273,5.330464,507.110921,
-693.471,4248453.948,5.338435,507.595784,
-693.830,4248453.623,5.346754,508.080653,
-694.189,4248453.296,5.353499,508.565498,
-694.547,4248452.970,5.360077,509.050340,
-694.905,4248452.643,5.366740,509.535184,
-695.263,4248452.316,5.372866,510.020020,
-695.622,4248451.990,5.381343,510.504892,
-695.982,4248451.665,5.391652,510.989799,
-696.342,4248451.341,5.399091,511.474654,
-696.703,4248451.017,5.405173,511.959490,
-697.064,4248450.694,5.411939,512.444335,
-697.425,4248450.370,5.418707,512.929180,
-697.786,4248450.047,5.425321,513.414022,
-698.146,4248449.723,5.431984,513.898866,
-698.506,4248449.398,5.438833,514.383712,
-698.866,4248449.072,5.445289,514.868552,
-699.224,4248448.746,5.451544,515.353390,
-699.581,4248448.418,5.460623,515.838273,
-699.937,4248448.088,5.470679,516.323174,
-700.291,4248447.757,5.477596,516.808021,
-700.643,4248447.424,5.483901,517.292859,
-700.994,4248447.090,5.490651,517.777703,
-701.343,4248446.753,5.496785,518.262539,
-701.690,4248446.415,5.505146,518.747408,
-702.036,4248446.075,5.515481,519.232316,
-702.379,4248445.733,5.523009,519.717171,
-702.722,4248445.389,5.529082,520.202007,
-703.062,4248445.044,5.535836,520.686851,
-703.401,4248444.697,5.542610,521.171695,
-703.737,4248444.349,5.549226,521.656538,
-704.073,4248443.998,5.555884,522.141381,
-704.406,4248443.646,5.562731,522.626226,
-704.738,4248443.293,5.569211,523.111067,
-705.068,4248442.938,5.575436,523.595904,
-705.397,4248442.582,5.584418,524.080785,
-705.724,4248442.224,5.594530,524.565688,
-706.050,4248441.865,5.601537,525.050536,
-706.375,4248441.505,5.607754,525.535373,
-706.698,4248441.144,5.614541,526.020218,
-707.021,4248440.782,5.620974,526.505058,
-707.342,4248440.419,5.628410,526.989913,
-707.663,4248440.056,5.636929,527.474785,
-707.983,4248439.691,5.644164,527.959637,
-708.302,4248439.326,5.650366,528.444474,
-708.620,4248438.961,5.656967,528.929317,
-708.938,4248438.595,5.665116,529.414183,
-709.255,4248438.228,5.673289,529.899050,
-709.572,4248437.861,5.679918,530.383893,
-709.888,4248437.494,5.686554,530.868736,
-710.204,4248437.126,5.693138,531.353578,
-710.519,4248436.757,5.699340,531.838415,
-710.833,4248436.388,5.708213,532.323294,
-711.146,4248436.018,5.718377,532.808198,
-711.459,4248435.647,5.725459,533.293048,
-711.770,4248435.276,5.731657,533.777885,
-712.081,4248434.904,5.738445,534.262730,
-712.391,4248434.531,5.744879,534.747570,
-712.700,4248434.157,5.752268,535.232424,
-713.008,4248433.783,5.760791,535.717297,
-713.315,4248433.408,5.768071,536.202149,
-713.620,4248433.031,5.774282,536.686986,
-713.925,4248432.654,5.780854,537.171828,
-714.229,4248432.276,5.788965,537.656694,
-714.532,4248431.898,5.797175,538.141561,
-714.835,4248431.520,5.803830,538.626404,
-715.138,4248431.141,5.810452,539.111247,
-715.441,4248430.763,5.817057,539.596090,
-715.745,4248430.385,5.823234,540.080927,
-716.050,4248430.008,5.832018,540.565804,
-716.355,4248429.632,5.842221,541.050709,
-716.663,4248429.257,5.849359,541.535559,
-716.972,4248428.883,5.855601,542.020396,
-717.283,4248428.511,5.862381,542.505241,
-717.596,4248428.141,5.868506,542.990077,
-717.910,4248427.772,5.876578,543.474942,
-718.225,4248427.404,5.886954,543.959850,
-718.541,4248427.035,5.894754,544.444711,
-718.856,4248426.667,5.900812,544.929546,
-719.170,4248426.298,5.907527,545.414390,
-719.483,4248425.928,5.914320,545.899235,
-719.795,4248425.556,5.920940,546.384077,
-720.103,4248425.183,5.927588,546.868920,
-720.409,4248424.806,5.934426,547.353764,
-720.711,4248424.427,5.940972,547.838604,
-721.009,4248424.045,5.947118,548.323437,
-721.302,4248423.658,5.955826,548.808310,
-721.590,4248423.268,5.966062,549.293212,
-721.873,4248422.875,5.973278,549.778061,
-722.152,4248422.478,5.979502,550.262897,
-722.427,4248422.079,5.986290,550.747740,
-722.698,4248421.677,5.992415,551.232575,
-722.965,4248421.273,6.000395,551.717437,
-723.230,4248420.866,6.010777,552.202344,
-723.491,4248420.458,6.018647,552.687205,
-723.750,4248420.048,6.024742,553.172041,
-724.007,4248419.637,6.031490,553.656885,
-724.262,4248419.225,6.037984,554.141726,
-724.516,4248418.812,6.044969,554.626573,
-724.768,4248418.398,6.053450,555.111445,
-725.019,4248417.983,6.061079,555.596303,
-725.270,4248417.568,6.067477,556.081143,
-725.519,4248417.152,6.074110,556.565986,
-725.769,4248416.737,6.080850,557.050830,
-726.017,4248416.320,6.087517,557.535674,
-726.266,4248415.904,6.094250,558.020518,
-726.515,4248415.488,6.100786,558.505360,
-726.764,4248415.072,6.107444,558.990203,
-727.014,4248414.657,6.115349,559.475066,
-727.264,4248414.241,6.124061,559.959942,
-727.515,4248413.827,6.132477,560.444812,
-727.767,4248413.413,6.139697,560.929663,
-728.021,4248413.000,6.146061,561.414503,
-728.275,4248412.587,6.152602,561.899344,
-728.531,4248412.175,6.160284,562.384203,
-728.787,4248411.764,6.168912,562.869077,
-729.044,4248411.352,6.177459,563.353950,
-729.301,4248410.942,6.184956,563.838806,
-729.559,4248410.531,6.191392,564.323647,
-729.816,4248410.120,6.197743,564.808486,
-730.072,4248409.708,6.205392,565.293344,
-730.328,4248409.296,6.213870,565.778216,
-730.583,4248408.884,6.220915,566.263064,
-730.837,4248408.471,6.227311,566.747904,
-731.090,4248408.057,6.234036,567.232748,
-731.340,4248407.642,6.240705,567.717591,
-731.589,4248407.227,6.247452,568.202436,
-731.837,4248406.810,6.254216,568.687280,
-732.083,4248406.392,6.260016,569.172113,
-732.328,4248405.974,6.264461,569.656931,
-732.574,4248405.556,6.267823,570.141740,
-732.820,4248405.138,6.270973,570.626548,
-733.067,4248404.721,6.274418,571.111358,
-733.316,4248404.305,6.277979,571.596168,
-733.568,4248403.891,6.280434,572.080971,
-733.822,4248403.478,6.281923,572.565770,
-734.080,4248403.067,6.283707,573.050569,
-734.341,4248402.659,6.284913,573.535367,
-734.605,4248402.252,6.284723,574.020164,
-734.871,4248401.847,6.283305,574.504964,
-735.137,4248401.442,6.281428,574.989765,
-735.403,4248401.037,6.279762,575.474566,
-735.669,4248400.631,6.278357,575.959365,
-735.933,4248400.225,6.276256,576.444167,
-736.195,4248399.817,6.272874,576.928976,
-736.455,4248399.407,6.269373,577.413786,
-736.717,4248398.999,6.266111,577.898592,
-736.986,4248398.596,6.262807,578.383390,
-737.266,4248398.201,6.259301,578.868175,
-737.563,4248397.818,6.256092,579.352935,
-737.881,4248397.452,6.253312,579.837663,
-738.223,4248397.108,6.247929,580.322385,
-738.588,4248396.789,6.241041,580.807148,
-738.971,4248396.492,6.237383,581.291900,
-739.368,4248396.214,6.233801,581.776670,
-739.776,4248395.952,6.228526,582.261470,
-740.193,4248395.704,6.224661,582.746268,
-740.615,4248395.465,6.221667,583.231068,
-741.040,4248395.233,6.218289,583.715874,
-741.468,4248395.005,6.214912,584.200682,
-741.899,4248394.782,6.211577,584.685488,
-742.332,4248394.565,6.208209,585.170294,
-742.768,4248394.354,6.205030,585.655097,
-743.208,4248394.150,6.201503,586.139902,
-743.651,4248393.954,6.196751,586.624716,
-744.099,4248393.767,6.190630,587.109544,
-744.549,4248393.588,6.183808,587.594380,
-745.004,4248393.420,6.177188,588.079213,
-745.462,4248393.262,6.170260,588.564050,
-745.924,4248393.115,6.163650,589.048881,
-746.390,4248392.979,6.158859,589.533690,
-746.858,4248392.855,6.152803,590.018513,
-747.330,4248392.743,6.144131,590.503374,
-747.804,4248392.644,6.135848,590.988227,
-748.282,4248392.558,6.127045,591.473087,
-748.761,4248392.486,6.116837,591.957976,
-749.242,4248392.427,6.107777,592.442845,
-749.725,4248392.380,6.099770,592.927697,
-750.208,4248392.344,6.091463,593.412557,
-750.692,4248392.318,6.082825,593.897424,
-751.177,4248392.301,6.074728,594.382283,
-751.661,4248392.292,6.067974,594.867124,
-752.146,4248392.289,6.061436,595.351962,
-752.631,4248392.293,6.054730,595.836804,
-753.116,4248392.300,6.048240,596.321644,
-753.600,4248392.312,6.040929,596.806496,
-754.085,4248392.326,6.032393,597.291367,
-754.569,4248392.345,6.023612,597.776243,
-755.054,4248392.369,6.016143,598.261096,
-755.538,4248392.398,6.009662,598.745934,
-756.021,4248392.433,6.001280,599.230800,
-756.504,4248392.476,5.993662,599.715653,
-756.986,4248392.526,5.988942,600.200467,
-757.467,4248392.585,5.982876,600.685296,
-757.947,4248392.654,5.976201,601.170131,
-758.426,4248392.733,5.971328,601.654944,
-758.902,4248392.822,5.965611,602.139765,
-759.376,4248392.922,5.958617,602.624603,
-759.848,4248393.032,5.951898,603.109439,
-760.318,4248393.152,5.945277,603.594274,
-760.786,4248393.281,5.938585,604.079111,
-761.251,4248393.418,5.931968,604.563947,
-761.713,4248393.563,5.925104,605.048788,
-762.174,4248393.715,5.918426,605.533627,
-762.631,4248393.874,5.913178,606.018449,
